City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
250,Hokitika,NZ,2022-04-26 00:27:41,-42.7167,170.9667,287.99,68,41,1.11
251,Avera,US,2022-04-26 00:27:42,33.194,-82.5271,297.88,68,29,1.92
252,El Zulia,CO,2022-04-26 00:27:42,7.9325,-72.6012,298.88,83,40,0.0
253,Kahului,US,2022-04-26 00:27:20,20.8947,-156.47,302.16,60,40,10.8
254,Copiapo,CL,2022-04-26 00:27:43,-27.3667,-70.3333,285.98,68,2,0.83
255,Flin Flon,CA,2022-04-26 00:27:43,54.7682,-101.865,272.79,54,0,3.18
256,Wisconsin Rapids,US,2022-04-26 00:23:29,44.3836,-89.8174,278.31,83,100,3.6
257,Muros,ES,2022-04-26 00:27:09,42.7762,-9.0603,283.62,86,71,3.41
258,Guerrero Negro,MX,2022-04-26 00:27:44,27.9769,-114.0611,297.71,28,0,6.58
259,Mayo,US,2022-04-26 00:27:44,38.8876,-76.5119,290.36,83,20,3.09
260,Saint-Joseph,RE,2022-04-26 00:27:45,-21.3667,55.6167,294.36,75,46,5.42
261,Yarmouth,US,2022-04-26 00:27:45,41.7057,-70.2286,282.12,80,0,3.58
262,Morondava,MG,2022-04-26 00:27:45,-20.2833,44.2833,299.17,82,50,3.03
263,Mocuba,MZ,2022-04-26 00:27:46,-16.8392,36.9856,294.16,99,42,1.53
264,Trofors,NO,2022-04-26 00:27:46,65.5333,13.4063,270.34,96,69,1.71
265,Russell,US,2022-04-26 00:23:54,32.3502,-85.1999,299.93,83,0,0.0
266,Severomuysk,RU,2022-04-26 00:27:47,56.1481,113.4267,262.71,78,67,1.67
267,Sur,OM,2022-04-26 00:27:47,22.5667,59.5289,302.49,44,1,4.68
268,Tual,ID,2022-04-26 00:27:48,-5.6667,132.75,301.23,75,100,1.45
269,Mizdah,LY,2022-04-26 00:27:48,31.4451,12.9801,288.49,40,63,4.76
270,Alice Springs,AU,2022-04-26 00:24:23,-23.7,133.8833,292.9,77,74,0.0
271,Yuancheng,CN,2022-04-26 00:28:49,36.652,107.7896,287.82,35,25,6.52
272,Campeche,MX,2022-04-26 00:28:49,19.0,-90.5,303.27,53,58,1.14
273,Poum,NC,2022-04-26 00:28:50,-20.2333,164.0167,298.08,61,99,5.19
274,Priiskovyy,RU,2022-04-26 00:28:50,51.9333,116.6333,274.8,68,100,4.1
275,Agadir,MA,2022-04-26 00:28:51,30.4202,-9.5982,289.4,83,28,1.78
276,Jiuquan,CN,2022-04-26 00:28:51,39.7432,98.5174,282.48,12,97,2.36
277,Lima,PE,2022-04-26 00:28:51,-12.0432,-77.0282,295.32,72,0,4.63
278,Port Hedland,AU,2022-04-26 00:28:52,-20.3167,118.5667,298.18,73,72,2.57
279,Yendi,GH,2022-04-26 00:28:52,9.4427,-0.0099,302.56,55,58,2.8
280,Pangnirtung,CA,2022-04-26 00:28:52,66.1451,-65.7125,258.7,99,100,3.07
281,Xiongyue,CN,2022-04-26 00:28:53,40.1774,122.1228,284.69,95,60,4.06
282,Soldotna,US,2022-04-26 00:28:53,60.4878,-151.0583,283.68,67,75,5.66
283,Northam,GB,2022-04-26 00:28:53,51.0333,-4.2167,282.4,73,80,3.03
284,Luderitz,NA,2022-04-26 00:28:54,-26.6481,15.1594,288.59,48,0,5.21
285,Male,MV,2022-04-26 00:28:05,4.1748,73.5089,302.12,84,75,3.6
286,Samana,DO,2022-04-26 00:28:55,19.2056,-69.3369,296.26,77,28,3.21
287,Shitkino,RU,2022-04-26 00:28:55,56.3703,98.3543,273.59,79,98,1.97
288,Olinda,BR,2022-04-26 00:28:56,-8.0089,-34.8553,301.0,74,40,3.09
289,Kendari,ID,2022-04-26 00:28:56,-3.945,122.4989,299.52,85,53,0.92
290,Torbay,CA,2022-04-26 00:27:01,47.6666,-52.7314,276.42,97,100,7.6
291,Bargi,IN,2022-04-26 00:28:57,22.9833,79.8667,301.08,18,1,1.39
292,Atasu,KZ,2022-04-26 00:28:57,48.6814,71.6433,276.48,67,8,2.99
293,Zwettl,AT,2022-04-26 00:28:58,48.6,15.1667,277.4,96,21,0.92
294,Harnosand,SE,2022-04-26 00:24:16,62.6323,17.9379,276.16,70,15,6.19
